request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_100,20583.17,affordable_with_plan,installments,2024-06-13:12866.19|2024-07-14:12866.19|2024-08-14:12866.19,2024-06-15,none,"Balance: ZAR 68,363.53 (min required: ZAR 32,500.00; headroom: ZAR 35,863.53). Committed outflows next 30 days: ZAR 45,183.62. Expected income next 30 days: ZAR 99,248.74. Decision: Full payment is not safe today (safe amount: ZAR 20,583.17). Installment plan: 2024-06-13:12866.19|2024-07-14:12866.19|2024-08-14:12866.19."
request_101,135335.23,affordable_with_plan,full_payment,2025-11-03:143500,2025-11-15,reduce_to:event_9413:4210|reduce_to:event_9418:6437.92,"Balance: INR 465,868.50 (min required: INR 187,400.00; headroom: INR 278,468.50). Committed outflows next 30 days: INR 206,370.14. Expected income next 30 days: INR 237,903.08. Decision: Affordable with plan. Payment plan: 2025-11-03:143500. Spending changes required to cover shortfall (saves INR 8,164.77/month)."
request_102,1716.0,affordable_with_plan,installments,2026-04-05:594.88|2026-05-05:594.88|2026-06-04:594.88,2026-04-05,none,"Balance: EUR 4,643.74 (min required: EUR 900.00; headroom: EUR 3,743.74). Committed outflows next 30 days: EUR 912.70. Expected income next 30 days: EUR 1,421.71. Decision: Full payment is not safe today (safe amount: EUR 1,716.00). Installment plan: 2026-04-05:594.88|2026-05-05:594.88|2026-06-04:594.88."
request_103,12714.97,not_affordable,not_recommended,none,,none,"Balance: INR 168,749.00 (min required: INR 125,500.00; headroom: INR 43,249.00). Committed outflows next 30 days: INR 162,617.24. Expected income next 30 days: INR 163,125.00. Salary temporarily reduced to INR 164,880.00/month per employer message. Decision: Not affordable. Safe to pay only INR 12,714.97 today, and the full INR 368,300.00 does not become safe within the 90-day horizon."
request_104,17204.0,affordable_now,full_payment,2025-02-04:17204,2025-02-04,none,"Balance: ZAR 64,021.70 (min required: ZAR 24,700.00; headroom: ZAR 39,321.70). Committed outflows next 30 days: ZAR 37,516.88. Expected income next 30 days: ZAR 71,720.00. Salary temporarily reduced to ZAR 35,860.00/month per employer message. Decision: Full payment of ZAR 17,204.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_105,14131.93,not_affordable,not_recommended,none,,none,"Balance: INR 147,831.80 (min required: INR 73,900.00; headroom: INR 73,931.80). Committed outflows next 30 days: INR 117,857.07. Expected income next 30 days: INR 117,000.00. Decision: Not affordable. Safe to pay only INR 14,131.93 today, and the full INR 53,500.00 does not become safe within the 90-day horizon."
request_106,248.6,not_affordable,not_recommended,none,,none,"Balance: EUR 2,601.70 (min required: EUR 1,200.00; headroom: EUR 1,401.70). Committed outflows next 30 days: EUR 931.26. Expected income next 30 days: EUR 1,815.00. Salary temporarily reduced to EUR 1,815.00/month per employer message. Next salary expected on 2024-12-15. Decision: Not affordable. Safe to pay only EUR 248.60 today, and the full EUR 2,207.70 does not become safe within the 90-day horizon."
request_107,1089.03,not_affordable,not_recommended,none,,none,"Balance: EUR 5,054.52 (min required: EUR 1,600.00; headroom: EUR 3,454.52). Committed outflows next 30 days: EUR 2,498.02. Expected income next 30 days: EUR 2,029.97. Salary temporarily reduced to EUR 2,123.00/month per employer message. Next salary expected on 2025-05-15. Decision: Not affordable. Safe to pay only EUR 1,089.03 today, and the full EUR 2,534.40 does not become safe within the 90-day horizon."
request_108,661.46,not_affordable,not_recommended,none,,none,"Balance: ZAR 31,936.40 (min required: ZAR 24,100.00; headroom: ZAR 7,836.40). Committed outflows next 30 days: ZAR 19,199.12. Expected income next 30 days: ZAR 62,478.48. Salary temporarily reduced to ZAR 33,440.00/month per employer message. Decision: Not affordable. Safe to pay only ZAR 661.46 today, and the full ZAR 55,308.00 does not become safe within the 90-day horizon."
request_109,338.6,affordable_with_plan,installments,2024-03-18:645.98|2024-04-18:645.98|2024-05-19:645.98,2024-03-15,none,"Balance: EUR 2,976.46 (min required: EUR 1,700.00; headroom: EUR 1,276.46). Committed outflows next 30 days: EUR 2,624.13. Expected income next 30 days: EUR 4,999.68. Decision: Full payment is not safe today (safe amount: EUR 338.60). Installment plan: 2024-03-18:645.98|2024-04-18:645.98|2024-05-19:645.98."
request_110,22352.0,affordable_with_plan,installments,2025-08-06:7748.69|2025-09-03:7748.69|2025-10-01:7748.69,2025-08-06,none,"Balance: ZAR 61,229.53 (min required: ZAR 11,200.00; headroom: ZAR 50,029.53). Committed outflows next 30 days: ZAR 13,502.31. Expected income next 30 days: ZAR 14,522.21. Decision: Full payment is not safe today (safe amount: ZAR 22,352.00). Installment plan: 2025-08-06:7748.69|2025-09-03:7748.69|2025-10-01:7748.69."
request_111,16625000.0,affordable_now,full_payment,2026-04-03:16625000,2026-04-03,none,"Balance: IDR 85,204,860.00 (min required: IDR 23,022,800.00; headroom: IDR 62,182,060.00). Committed outflows next 30 days: IDR 20,195,409.22. Expected income next 30 days: IDR 26,220,000.00. Decision: Full payment of IDR 16,625,000.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_112,136.35,not_affordable,not_recommended,none,,none,"Balance: EUR 1,026.00 (min required: EUR 500.00; headroom: EUR 526.00). Committed outflows next 30 days: EUR 636.43. Expected income next 30 days: EUR 572.06. Salary temporarily reduced to EUR 627.00/month per employer message. Next salary expected on 2024-06-15. Decision: Not affordable. Safe to pay only EUR 136.35 today, and the full EUR 271.70 does not become safe within the 90-day horizon."
request_113,0.0,not_affordable,not_recommended,none,,none,"Balance: INR 141,890.00 (min required: INR 82,300.00; headroom: INR 59,590.00). Committed outflows next 30 days: INR 116,152.43. Decision: Not affordable. Safe to pay only INR 0.00 today, and the full INR 36,500.00 does not become safe within the 90-day horizon."
request_114,40985.67,not_affordable,not_recommended,none,,none,"Balance: INR 219,230.00 (min required: INR 113,400.00; headroom: INR 105,830.00). Committed outflows next 30 days: INR 138,779.08. Expected income next 30 days: INR 136,525.77. Salary temporarily reduced to INR 148,200.00/month per employer message. Decision: Not affordable. Safe to pay only INR 40,985.67 today, and the full INR 65,300.00 does not become safe within the 90-day horizon."
request_115,10892.58,affordable_later,wait,2024-11-15:80500,2024-11-15,none,"Balance: INR 65,935.00 (min required: INR 38,800.00; headroom: INR 27,135.00). Committed outflows next 30 days: INR 32,499.25. Expected income next 30 days: INR 56,829.12. Decision: Cannot safely pay INR 80,500.00 today (safe amount now: INR 10,892.58). Full payment becomes safe on 2024-11-15."
request_116,9147.02,not_affordable,not_recommended,none,,none,"Balance: INR 138,375.00 (min required: INR 80,300.00; headroom: INR 58,075.00). Committed outflows next 30 days: INR 127,716.24. Expected income next 30 days: INR 244,808.89. Decision: Not affordable. Safe to pay only INR 9,147.02 today, and the full INR 241,200.00 does not become safe within the 90-day horizon."
request_117,826.67,affordable_with_plan,full_payment,2026-07-05:880,2026-07-15,reduce_to:event_10873:20.50|stop:event_10833|reduce_to:event_10875:28.42,"Balance: EUR 2,164.20 (min required: EUR 1,000.00; headroom: EUR 1,164.20). Committed outflows next 30 days: EUR 671.72. Expected income next 30 days: EUR 1,188.00. Salary temporarily reduced to EUR 1,188.00/month per employer message. Next salary expected on 2026-07-15. Decision: Affordable with plan. Payment plan: 2026-07-05:880. Spending changes required to cover shortfall (saves EUR 53.33/month)."
request_118,548.88,affordable_with_plan,installments,2024-12-07:255.87|2025-01-07:255.87|2025-02-07:255.87,2024-12-15,none,"Balance: EUR 1,538.51 (min required: EUR 600.00; headroom: EUR 938.51). Committed outflows next 30 days: EUR 799.76. Expected income next 30 days: EUR 1,077.30. Decision: Full payment is not safe today (safe amount: EUR 548.88). Installment plan: 2024-12-07:255.87|2025-01-07:255.87|2025-02-07:255.87."
request_119,58496.03,not_affordable,not_recommended,none,,none,"Balance: INR 282,101.01 (min required: INR 151,200.00; headroom: INR 130,901.01). Committed outflows next 30 days: INR 123,935.13. Expected income next 30 days: INR 176,000.00. Salary temporarily reduced to INR 176,000.00/month per employer message. Next salary expected on 2025-05-15. Decision: Not affordable. Safe to pay only INR 58,496.03 today, and the full INR 203,500.00 does not become safe within the 90-day horizon."
request_120,5405321.17,not_affordable,not_recommended,none,,none,"Balance: IDR 31,748,980.00 (min required: IDR 20,050,300.00; headroom: IDR 11,698,680.00). Committed outflows next 30 days: IDR 18,426,751.07. Expected income next 30 days: IDR 23,245,269.34. Decision: Not affordable. Safe to pay only IDR 5,405,321.17 today, and the full IDR 7,714,000.00 does not become safe within the 90-day horizon."
request_121,562.68,not_affordable,not_recommended,none,,none,"Balance: USD 1,741.00 (min required: USD 800.00; headroom: USD 941.00). Committed outflows next 30 days: USD 969.68. Expected income next 30 days: USD 2,112.00. Decision: Not affordable. Safe to pay only USD 562.68 today, and the full USD 633.60 does not become safe within the 90-day horizon."
request_122,20558000.0,affordable_with_plan,installments,2025-08-05:7126773.33|2025-09-02:7126773.33|2025-09-30:7126773.33,2025-08-05,none,"Balance: IDR 56,827,244.99 (min required: IDR 12,588,500.00; headroom: IDR 44,238,744.99). Committed outflows next 30 days: IDR 11,980,601.20. Expected income next 30 days: IDR 16,815,527.43. Decision: Full payment is not safe today (safe amount: IDR 20,558,000.00). Installment plan: 2025-08-05:7126773.33|2025-09-02:7126773.33|2025-09-30:7126773.33."
request_123,4076000.0,affordable_now,full_payment,2026-01-07:4076000,2026-01-07,none,"Balance: IDR 63,706,400.00 (min required: IDR 18,091,200.00; headroom: IDR 45,615,200.00). Committed outflows next 30 days: IDR 17,471,671.46. Expected income next 30 days: IDR 18,085,746.05. Decision: Full payment of IDR 4,076,000.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_124,1347.12,affordable_with_plan,installments,2024-06-11:1076.12|2024-07-12:1076.12|2024-08-12:1076.12,2024-06-15,none,"Balance: EUR 3,709.56 (min required: EUR 1,600.00; headroom: EUR 2,109.56). Committed outflows next 30 days: EUR 2,005.54. Expected income next 30 days: EUR 5,258.00. Decision: Full payment is not safe today (safe amount: EUR 1,347.12). Installment plan: 2024-06-11:1076.12|2024-07-12:1076.12|2024-08-12:1076.12."
request_125,0.0,not_affordable,not_recommended,none,,none,"Balance: ZAR 22,027.97 (min required: ZAR 11,300.00; headroom: ZAR 10,727.97). Committed outflows next 30 days: ZAR 14,609.45. Expected income next 30 days: ZAR 129.45. Salary temporarily reduced to ZAR 748.00/month per employer message. Next salary expected on 2025-11-15. Decision: Not affordable. Safe to pay only ZAR 0.00 today, and the full ZAR 6,468.00 does not become safe within the 90-day horizon."
request_126,159600.0,affordable_now,full_payment,2026-07-03:159600,2026-07-03,none,"Balance: INR 403,175.00 (min required: INR 129,700.00; headroom: INR 273,475.00). Committed outflows next 30 days: INR 58,027.61. Expected income next 30 days: INR 123,769.20. Decision: Full payment of INR 159,600.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_127,0.0,not_affordable,not_recommended,none,,none,"Balance: ZAR 66,058.00 (min required: ZAR 41,000.00; headroom: ZAR 25,058.00). Committed outflows next 30 days: ZAR 50,614.82. Expected income next 30 days: ZAR 46,896.95. Salary temporarily reduced to ZAR 50,160.00/month per employer message. Next salary expected on 2024-09-15. Decision: Not affordable. Safe to pay only ZAR 0.00 today, and the full ZAR 23,980.00 does not become safe within the 90-day horizon."
request_128,23216.36,affordable_with_plan,full_payment,2025-02-07:25168,2025-02-15,reduce_to:event_11812:1058.20|reduce_to:event_11855:1292.88,"Balance: ZAR 80,711.70 (min required: ZAR 42,600.00; headroom: ZAR 38,111.70). Committed outflows next 30 days: ZAR 40,899.06. Expected income next 30 days: ZAR 85,520.93. Decision: Affordable with plan. Payment plan: 2025-02-07:25168. Spending changes required to cover shortfall (saves ZAR 1,951.64/month)."
request_129,6.53,not_affordable,not_recommended,none,,none,"Balance: USD 1,088.00 (min required: USD 800.00; headroom: USD 288.00). Committed outflows next 30 days: USD 906.74. Expected income next 30 days: USD 1,020.00. Decision: Not affordable. Safe to pay only USD 6.53 today, and the full USD 2,668.80 does not become safe within the 90-day horizon."
request_130,334.86,not_affordable,not_recommended,none,,none,"Balance: USD 2,317.46 (min required: USD 1,400.00; headroom: USD 917.46). Committed outflows next 30 days: USD 1,928.19. Expected income next 30 days: USD 2,034.77. Salary temporarily reduced to USD 2,177.28/month per employer message. Decision: Not affordable. Safe to pay only USD 334.86 today, and the full USD 1,978.80 does not become safe within the 90-day horizon."
request_131,889.33,not_affordable,not_recommended,none,,none,"Balance: USD 3,387.16 (min required: USD 1,100.00; headroom: USD 2,287.16). Committed outflows next 30 days: USD 1,451.06. Expected income next 30 days: USD 1,579.59. Next salary expected on 2025-05-23. Decision: Not affordable. Safe to pay only USD 889.33 today, and the full USD 1,855.20 does not become safe within the 90-day horizon."
request_132,23.07,not_affordable,not_recommended,none,,none,"Balance: USD 1,744.55 (min required: USD 1,100.00; headroom: USD 644.55). Committed outflows next 30 days: USD 1,111.27. Expected income next 30 days: USD 1,168.51. Salary temporarily reduced to USD 1,193.40/month per employer message. Decision: Not affordable. Safe to pay only USD 23.07 today, and the full USD 379.86 does not become safe within the 90-day horizon."
request_133,15770000.0,not_affordable,not_recommended,none,,none,"Balance: IDR 36,824,650.00 (min required: IDR 9,986,200.00; headroom: IDR 26,838,450.00). Committed outflows next 30 days: IDR 10,332,908.99. Expected income next 30 days: IDR 17,282,226.70. Decision: Not affordable. Safe to pay only IDR 15,770,000.00 today, and the full IDR 15,770,000.00 does not become safe within the 90-day horizon."
request_134,1720836.66,affordable_later,wait,2025-08-15:21831000,2025-08-15,none,"Balance: IDR 28,020,700.00 (min required: IDR 15,902,500.00; headroom: IDR 12,118,200.00). Committed outflows next 30 days: IDR 23,747,862.62. Expected income next 30 days: IDR 47,098,892.90. Decision: Cannot safely pay IDR 21,831,000.00 today (safe amount now: IDR 1,720,836.66). Full payment becomes safe on 2025-08-15."
request_135,151.33,not_affordable,not_recommended,none,,none,"Balance: USD 1,041.10 (min required: USD 500.00; headroom: USD 541.10). Committed outflows next 30 days: USD 532.72. Expected income next 30 days: USD 603.44. Next salary expected on 2026-07-15. Decision: Not affordable. Safe to pay only USD 151.33 today, and the full USD 304.80 does not become safe within the 90-day horizon."
request_136,523.76,affordable_with_plan,full_payment,2024-06-03:560.40,2024-06-15,reduce_to:event_12498:30.96,"Balance: USD 2,291.68 (min required: USD 1,100.00; headroom: USD 1,191.68). Committed outflows next 30 days: USD 1,367.05. Expected income next 30 days: USD 2,960.14. Decision: Affordable with plan. Payment plan: 2024-06-03:560.40. Spending changes required to cover shortfall (saves USD 36.64/month)."
request_137,0.0,not_affordable,not_recommended,none,,none,"Balance: INR 139,760.00 (min required: INR 71,800.00; headroom: INR 67,960.00). Committed outflows next 30 days: INR 122,358.56. Expected income next 30 days: INR 114,000.00. Decision: Not affordable. Safe to pay only INR 0.00 today, and the full INR 80,100.00 does not become safe within the 90-day horizon."
request_138,273.32,affordable_with_plan,partial_payment,2026-04-07:273.32|2026-05-15:983.62,2026-05-15,none,"Balance: EUR 3,644.65 (min required: EUR 2,300.00; headroom: EUR 1,344.65). Committed outflows next 30 days: EUR 2,213.48. Expected income next 30 days: EUR 2,614.20. Decision: Pay EUR 273.32 today; remaining balance due on 2026-05-15. Plan: 2026-04-07:273.32|2026-05-15:983.62."
request_139,1089.39,affordable_with_plan,installments,2024-09-07:802.88|2024-10-08:802.88|2024-11-08:802.88,2024-09-15,none,"Balance: USD 3,767.84 (min required: USD 1,500.00; headroom: USD 2,267.84). Committed outflows next 30 days: USD 1,635.25. Expected income next 30 days: USD 3,540.67. Decision: Full payment is not safe today (safe amount: USD 1,089.39). Installment plan: 2024-09-07:802.88|2024-10-08:802.88|2024-11-08:802.88."
request_140,0.0,not_affordable,not_recommended,none,,none,"Balance: ZAR 34,679.00 (min required: ZAR 21,600.00; headroom: ZAR 13,079.00). Committed outflows next 30 days: ZAR 42,022.62. Expected income next 30 days: ZAR 30,711.81. Salary temporarily reduced to ZAR 31,900.00/month per employer message. Next salary expected on 2025-02-15. Decision: Not affordable. Safe to pay only ZAR 0.00 today, and the full ZAR 62,832.00 does not become safe within the 90-day horizon."
request_141,0.0,not_affordable,not_recommended,none,,none,"Balance: INR 122,545.00 (min required: INR 67,300.00; headroom: INR 55,245.00). Committed outflows next 30 days: INR 106,598.25. Expected income next 30 days: INR 97,000.00. Decision: Not affordable. Safe to pay only INR 0.00 today, and the full INR 171,600.00 does not become safe within the 90-day horizon."
request_142,1263.6,affordable_now,full_payment,2024-12-05:1263.60,2024-12-05,none,"Balance: USD 5,993.85 (min required: USD 1,700.00; headroom: USD 4,293.85). Committed outflows next 30 days: USD 1,545.77. Expected income next 30 days: USD 2,342.27. Decision: Full payment of USD 1,263.60 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_143,1342.52,not_affordable,not_recommended,none,,none,"Balance: ZAR 20,111.00 (min required: ZAR 11,300.00; headroom: ZAR 8,811.00). Committed outflows next 30 days: ZAR 14,979.25. Expected income next 30 days: ZAR 14,756.50. Decision: Not affordable. Safe to pay only ZAR 1,342.52 today, and the full ZAR 12,584.00 does not become safe within the 90-day horizon."
request_144,0.0,not_affordable,not_recommended,none,,none,"Balance: USD 1,248.08 (min required: USD 600.00; headroom: USD 648.08). Committed outflows next 30 days: USD 1,001.33. Expected income next 30 days: USD 827.73. Salary temporarily reduced to USD 864.00/month per employer message. Next salary expected on 2026-07-15. Decision: Not affordable. Safe to pay only USD 0.00 today, and the full USD 233.34 does not become safe within the 90-day horizon."
request_145,0.0,not_affordable,not_recommended,none,,none,"Balance: INR 261,013.66 (min required: INR 155,400.00; headroom: INR 105,613.66). Committed outflows next 30 days: INR 218,220.62. Expected income next 30 days: INR 367,998.43. Decision: Not affordable. Safe to pay only INR 0.00 today, and the full INR 217,400.00 does not become safe within the 90-day horizon."
request_146,0.0,not_affordable,not_recommended,none,,none,"Balance: INR 190,065.00 (min required: INR 108,600.00; headroom: INR 81,465.00). Committed outflows next 30 days: INR 123,869.66. Expected income next 30 days: INR 333,124.40. Decision: Not affordable. Safe to pay only INR 0.00 today, and the full INR 449,400.00 does not become safe within the 90-day horizon."
request_147,178.65,not_affordable,not_recommended,none,,none,"Balance: EUR 1,641.53 (min required: EUR 900.00; headroom: EUR 741.53). Committed outflows next 30 days: EUR 1,241.31. Expected income next 30 days: EUR 1,458.07. Salary temporarily reduced to EUR 1,529.00/month per employer message. Next salary expected on 2026-04-15. Decision: Not affordable. Safe to pay only EUR 178.65 today, and the full EUR 1,129.70 does not become safe within the 90-day horizon."
request_148,0.0,not_affordable,not_recommended,none,,none,"Balance: ZAR 33,181.08 (min required: ZAR 20,000.00; headroom: ZAR 13,181.08). Committed outflows next 30 days: ZAR 36,865.22. Expected income next 30 days: ZAR 35,640.00. Decision: Not affordable. Safe to pay only ZAR 0.00 today, and the full ZAR 22,242.00 does not become safe within the 90-day horizon."
request_149,15377.1,affordable_with_plan,installments,2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03,2025-11-15,none,"Balance: ZAR 84,358.38 (min required: ZAR 42,100.00; headroom: ZAR 42,258.38). Committed outflows next 30 days: ZAR 52,038.14. Expected income next 30 days: ZAR 103,343.44. Decision: Full payment is not safe today (safe amount: ZAR 15,377.10). Installment plan: 2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03."
request_150,0.0,not_affordable,not_recommended,none,,none,"Balance: EUR 1,257.44 (min required: EUR 700.00; headroom: EUR 557.44). Committed outflows next 30 days: EUR 907.90. Expected income next 30 days: EUR 834.89. Salary temporarily reduced to EUR 893.75/month per employer message. Decision: Not affordable. Safe to pay only EUR 0.00 today, and the full EUR 496.10 does not become safe within the 90-day horizon."
request_151,26999000.0,affordable_now,full_payment,2024-09-03:26999000,2024-09-03,none,"Balance: IDR 83,998,265.00 (min required: IDR 31,633,600.00; headroom: IDR 52,364,665.00). Committed outflows next 30 days: IDR 28,960,538.08. Expected income next 30 days: IDR 45,027,511.65. Salary temporarily reduced to IDR 46,170,000.00/month per employer message. Next salary expected on 2024-09-15. Decision: Full payment of IDR 26,999,000.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_152,5611.84,not_affordable,not_recommended,none,,none,"Balance: ZAR 28,368.77 (min required: ZAR 11,900.00; headroom: ZAR 16,468.77). Committed outflows next 30 days: ZAR 16,104.06. Expected income next 30 days: ZAR 12,666.75. Decision: Not affordable. Safe to pay only ZAR 5,611.84 today, and the full ZAR 13,882.00 does not become safe within the 90-day horizon."
request_153,0.0,not_affordable,not_recommended,none,,none,"Balance: USD 1,903.60 (min required: USD 1,400.00; headroom: USD 503.60). Committed outflows next 30 days: USD 1,672.90. Expected income next 30 days: USD 1,350.04. Decision: Not affordable. Safe to pay only USD 0.00 today, and the full USD 2,830.80 does not become safe within the 90-day horizon."
request_154,1625.8,affordable_with_plan,installments,2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61,2024-12-04,none,"Balance: EUR 4,679.40 (min required: EUR 1,300.00; headroom: EUR 3,379.40). Committed outflows next 30 days: EUR 2,016.06. Expected income next 30 days: EUR 3,256.00. Salary temporarily reduced to EUR 1,628.00/month per employer message. Decision: Full payment is not safe today (safe amount: EUR 1,625.80). Installment plan: 2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61."
request_155,112500.0,affordable_now,full_payment,2025-05-06:112500,2025-05-06,none,"Balance: INR 218,050.00 (min required: INR 56,300.00; headroom: INR 161,750.00). Committed outflows next 30 days: INR 58,322.22. Expected income next 30 days: INR 80,471.36. Salary temporarily reduced to INR 84,000.00/month per employer message. Next salary expected on 2025-05-15. Decision: Full payment of INR 112,500.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_156,2218.2,not_affordable,not_recommended,none,,none,"Balance: ZAR 42,105.30 (min required: ZAR 26,900.00; headroom: ZAR 15,205.30). Committed outflows next 30 days: ZAR 25,722.64. Expected income next 30 days: ZAR 32,340.00. Decision: Not affordable. Safe to pay only ZAR 2,218.20 today, and the full ZAR 43,076.00 does not become safe within the 90-day horizon."
request_157,1591936.02,not_affordable,not_recommended,none,,none,"Balance: IDR 25,805,950.00 (min required: IDR 15,714,100.00; headroom: IDR 10,091,850.00). Committed outflows next 30 days: IDR 21,741,813.09. Expected income next 30 days: IDR 23,368,449.61. Decision: Not affordable. Safe to pay only IDR 1,591,936.02 today, and the full IDR 23,503,000.00 does not become safe within the 90-day horizon."
request_158,242600.0,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,none,"Balance: INR 745,417.10 (min required: INR 131,400.00; headroom: INR 614,017.10). Committed outflows next 30 days: INR 121,049.52. Expected income next 30 days: INR 182,006.07. Decision: Full payment is not safe today (safe amount: INR 242,600.00). Installment plan: 2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33."
request_159,13398.0,affordable_now,full_payment,2026-01-04:13398,2026-01-04,none,"Balance: ZAR 40,283.20 (min required: ZAR 8,700.00; headroom: ZAR 31,583.20). Committed outflows next 30 days: ZAR 8,282.69. Expected income next 30 days: ZAR 12,358.44. Decision: Full payment of ZAR 13,398.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_160,456.63,not_affordable,not_recommended,none,,none,"Balance: EUR 2,144.61 (min required: EUR 1,200.00; headroom: EUR 944.61). Committed outflows next 30 days: EUR 1,299.06. Expected income next 30 days: EUR 1,603.27. Salary temporarily reduced to EUR 1,672.00/month per employer message. Next salary expected on 2024-06-15. Decision: Not affordable. Safe to pay only EUR 456.63 today, and the full EUR 1,246.30 does not become safe within the 90-day horizon."
request_161,0.0,not_affordable,not_recommended,none,,none,"Balance: IDR 41,308,350.00 (min required: IDR 23,010,400.00; headroom: IDR 18,297,950.00). Committed outflows next 30 days: IDR 34,289,846.60. Expected income next 30 days: IDR 12,371,749.27. Next salary expected on 2025-11-15. Decision: Not affordable. Safe to pay only IDR 0.00 today, and the full IDR 21,204,000.00 does not become safe within the 90-day horizon."
request_162,0.0,not_affordable,not_recommended,none,,none,"Balance: IDR 34,607,300.00 (min required: IDR 24,161,100.00; headroom: IDR 10,446,200.00). Committed outflows next 30 days: IDR 22,438,179.05. Expected income next 30 days: IDR 27,630,711.62. Salary temporarily reduced to IDR 29,070,000.00/month per employer message. Next salary expected on 2026-07-15. Decision: Not affordable. Safe to pay only IDR 0.00 today, and the full IDR 83,923,000.00 does not become safe within the 90-day horizon."
request_163,8718656.6,affordable_with_plan,installments,2024-09-10:6692053.33|2024-10-11:6692053.33|2024-11-11:6692053.33,2024-09-15,none,"Balance: IDR 49,519,524.26 (min required: IDR 26,728,700.00; headroom: IDR 22,790,824.26). Committed outflows next 30 days: IDR 31,491,334.83. Expected income next 30 days: IDR 44,080,000.00. Decision: Full payment is not safe today (safe amount: IDR 8,718,656.60). Installment plan: 2024-09-10:6692053.33|2024-10-11:6692053.33|2024-11-11:6692053.33."
request_164,27018000.0,affordable_with_plan,installments,2025-02-11:9366240|2025-03-11:9366240|2025-04-08:9366240,2025-02-04,none,"Balance: IDR 75,429,169.20 (min required: IDR 29,550,500.00; headroom: IDR 45,878,669.20). Committed outflows next 30 days: IDR 36,784,079.72. Expected income next 30 days: IDR 88,540,000.00. Salary temporarily reduced to IDR 44,270,000.00/month per employer message. Decision: Full payment is not safe today (safe amount: IDR 27,018,000.00). Installment plan: 2025-02-11:9366240|2025-03-11:9366240|2025-04-08:9366240."
request_165,80600.0,affordable_now,full_payment,2026-04-06:80600,2026-04-06,none,"Balance: INR 366,705.00 (min required: INR 95,000.00; headroom: INR 271,705.00). Committed outflows next 30 days: INR 67,442.90. Expected income next 30 days: INR 116,075.80. Decision: Full payment of INR 80,600.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_166,2907.6,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,"Balance: USD 9,001.95 (min required: USD 1,700.00; headroom: USD 7,301.95). Committed outflows next 30 days: USD 1,119.44. Expected income next 30 days: USD 2,493.98. Decision: Full payment is not safe today (safe amount: USD 2,907.60). Installment plan: 2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97."
request_167,42080.86,affordable_later,wait,2025-05-23:43802,2025-05-23,none,"Balance: ZAR 105,090.30 (min required: ZAR 31,200.00; headroom: ZAR 73,890.30). Committed outflows next 30 days: ZAR 49,409.17. Expected income next 30 days: ZAR 47,740.00. Next salary expected on 2025-05-23. Decision: Cannot safely pay ZAR 43,802.00 today (safe amount now: ZAR 42,080.86). Full payment becomes safe on 2025-05-23."
request_168,0.0,not_affordable,not_recommended,none,,none,"Balance: INR 173,843.00 (min required: INR 114,400.00; headroom: INR 59,443.00). Committed outflows next 30 days: INR 143,514.45. Expected income next 30 days: INR 137,150.00. Salary temporarily reduced to INR 137,150.00/month per employer message. Decision: Not affordable. Safe to pay only INR 0.00 today, and the full INR 49,380.00 does not become safe within the 90-day horizon."
request_169,0.0,not_affordable,not_recommended,none,,none,"Balance: ZAR 77,544.50 (min required: ZAR 18,700.00; headroom: ZAR 58,844.50). Committed outflows next 30 days: ZAR 31,293.32. Expected income next 30 days: ZAR 904.31. Decision: Not affordable. Safe to pay only ZAR 0.00 today, and the full ZAR 41,976.00 does not become safe within the 90-day horizon."
request_170,16265132.66,not_affordable,not_recommended,none,,none,"Balance: IDR 69,446,998.40 (min required: IDR 24,715,800.00; headroom: IDR 44,731,198.40). Committed outflows next 30 days: IDR 41,056,959.86. Expected income next 30 days: IDR 37,195,267.39. Decision: Not affordable. Safe to pay only IDR 16,265,132.66 today, and the full IDR 36,936,000.00 does not become safe within the 90-day horizon."
